Channel			  :,CH1
Frequency			  :,F=  ?
Period 			  :,T=  ?
PK-PK				  :,Vpp=4.640V
Average			  :,V=3.375V
Vertical pos		  :,0.00mV
Probe attenuation	  :,10X
Voltage per ADC value:,80.00mV
Time interval		  :,40.00uS

index,CH1_Voltage(mV)
3625,4560.00
3626,4560.00
3627,4560.00
3628,4560.00
3629,4560.00
3630,4640.00
3631,4560.00
3632,4560.00
3633,4560.00
3634,4480.00
3635,4480.00
3636,4560.00
3637,4480.00
3638,4480.00
3639,4560.00
3640,4560.00
3641,4480.00
3642,4560.00
3643,4560.00
3644,4480.00
3645,4560.00
3646,4560.00
3647,4560.00
3648,4560.00
3649,4560.00
3650,4480.00
3651,4560.00
3652,4480.00
3653,4560.00
3654,4480.00
3655,4560.00
3656,4480.00
3657,4560.00
3658,4560.00
3659,4560.00
3660,4560.00
3661,4560.00
3662,4480.00
3663,4480.00
3664,4560.00
3665,4560.00
3666,4560.00
3667,4560.00
3668,4560.00
3669,4480.00
3670,4560.00
3671,4560.00
3672,4560.00
3673,4480.00
3674,4560.00
3675,4560.00
3676,4560.00
3677,4560.00
3678,4560.00
3679,4560.00
3680,4480.00
3681,4560.00
3682,4560.00
3683,4560.00
3684,4560.00
3685,4560.00
3686,4480.00
3687,4560.00
3688,4560.00
3689,4560.00
3690,4560.00
3691,4560.00
3692,4560.00
3693,4560.00
3694,4560.00
3695,4560.00
3696,4480.00
3697,4480.00
3698,4560.00
3699,4560.00
3700,4560.00
3701,4560.00
3702,4560.00
3703,4480.00
3704,4480.00
3705,4480.00
3706,4560.00
3707,4560.00
3708,4480.00
3709,4560.00
3710,4560.00
3711,4560.00
3712,4560.00
3713,4560.00
3714,4560.00
3715,4560.00
3716,4560.00
3717,4560.00
3718,4560.00
3719,4480.00
3720,4480.00
3721,4480.00
3722,4560.00
3723,4560.00
3724,4560.00
3725,4560.00
3726,4560.00
3727,4560.00
3728,4560.00
3729,4560.00
3730,4560.00
3731,4560.00
3732,4560.00
3733,4560.00
3734,4560.00
3735,4480.00
3736,4560.00
3737,4560.00
3738,4560.00
3739,4480.00
3740,4560.00
3741,4560.00
3742,4560.00
3743,4560.00
3744,4480.00
3745,4560.00
3746,4560.00
3747,4560.00
3748,4560.00
3749,4480.00
3750,4560.00
3751,4560.00
3752,4480.00
3753,4560.00
3754,4560.00
3755,4560.00
3756,4560.00
3757,4560.00
3758,4560.00
3759,4560.00
3760,4480.00
3761,4560.00
3762,4560.00
3763,4480.00
3764,4560.00
3765,4560.00
3766,4560.00
3767,4560.00
3768,4560.00
3769,4560.00
3770,4560.00
3771,4560.00
3772,4560.00
3773,4480.00
3774,4560.00
3775,4560.00
3776,4480.00
3777,4560.00
3778,4560.00
3779,4560.00
3780,4560.00
3781,4480.00
3782,4480.00
3783,4560.00
3784,4560.00
3785,4480.00
3786,4560.00
3787,4480.00
3788,4480.00
3789,4560.00
3790,4560.00
3791,4560.00
3792,4560.00
3793,4560.00
3794,4560.00
3795,4560.00
3796,4560.00
3797,4560.00
3798,4560.00
3799,4560.00
3800,4560.00
3801,4480.00
3802,4560.00
3803,4640.00
3804,4560.00
3805,4480.00
3806,4560.00
3807,4560.00
3808,4560.00
3809,4480.00
3810,4560.00
3811,4560.00
3812,4560.00
3813,4480.00
3814,4560.00
3815,4560.00
3816,4560.00
3817,4560.00
3818,4480.00
3819,4560.00
3820,4480.00
3821,4480.00
3822,4560.00
3823,4560.00
3824,4560.00
3825,4560.00
3826,4560.00
3827,4560.00
3828,4480.00
3829,4560.00
3830,4560.00
3831,4480.00
3832,4560.00
3833,4560.00
3834,4560.00
3835,4560.00
3836,4480.00
3837,4560.00
3838,4480.00
3839,4560.00
3840,4560.00
3841,4560.00
3842,4560.00
3843,4560.00
3844,4560.00
3845,4480.00
3846,4480.00
3847,4480.00
3848,4560.00
3849,4480.00
3850,4560.00
3851,4560.00
3852,4560.00
3853,4560.00
3854,4560.00
3855,4560.00
3856,4480.00
3857,4560.00
3858,4560.00
3859,4560.00
3860,4560.00
3861,4560.00
3862,4560.00
3863,4560.00
3864,4560.00
3865,4560.00
3866,4560.00
3867,4560.00
3868,4480.00
3869,4560.00
3870,4560.00
3871,4560.00
3872,4560.00
3873,4560.00
3874,4560.00
3875,4560.00
3876,4560.00
3877,4560.00
3878,4560.00
3879,4560.00
3880,4480.00
3881,4560.00
3882,4560.00
3883,4480.00
3884,4560.00
3885,4560.00
3886,4560.00
3887,4480.00
3888,4480.00
3889,4560.00
3890,4480.00
3891,4480.00
3892,4480.00
3893,4480.00
3894,4560.00
3895,4560.00
3896,4480.00
3897,4480.00
3898,4480.00
3899,4560.00
3900,4560.00
3901,4560.00
3902,4560.00
3903,4560.00
3904,4560.00
3905,4560.00
3906,4560.00
3907,4560.00
3908,4480.00
3909,4560.00
3910,4480.00
3911,4560.00
3912,4560.00
3913,4560.00
3914,4560.00
3915,4560.00
3916,4560.00
3917,4480.00
3918,4560.00
3919,4560.00
3920,4560.00
3921,4560.00
3922,4560.00
3923,4480.00
3924,4560.00
3925,4560.00
3926,4560.00
3927,4480.00
3928,4560.00
3929,4560.00
3930,4560.00
3931,4560.00
3932,4560.00
3933,4560.00
3934,4560.00
3935,4560.00
3936,4560.00
3937,4480.00
3938,4560.00
3939,4560.00
3940,4560.00
3941,4560.00
3942,4480.00
3943,4480.00
3944,4560.00
3945,4480.00
3946,4560.00
3947,4560.00
3948,4480.00
3949,4560.00
3950,4560.00
3951,4560.00
3952,4480.00
3953,4560.00
3954,4480.00
3955,4560.00
3956,4480.00
3957,4480.00
3958,4560.00
3959,4560.00
3960,4480.00
3961,4480.00
3962,4560.00
3963,4480.00
3964,4560.00
3965,4480.00
3966,4560.00
3967,4560.00
3968,4560.00
3969,4480.00
3970,4560.00
3971,4560.00
3972,4480.00
3973,4560.00
3974,4560.00
3975,4480.00
3976,4560.00
3977,4560.00
3978,4560.00
3979,4560.00
3980,4480.00
3981,4560.00
3982,4560.00
3983,4560.00
3984,4480.00
3985,4480.00
3986,4560.00
3987,4560.00
3988,4560.00
3989,4480.00
3990,4480.00
3991,4560.00
3992,4560.00
3993,4480.00
3994,4560.00
3995,4560.00
3996,4480.00
3997,4480.00
3998,4480.00
3999,4480.00
